ts_epoch,ts_iso,cpu_pct,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,temp_c,throttled,mem_used_mb,mem_avail_mb,swap_used_mb,disk_read_kbs,disk_write_kbs,proc_pid,proc_cpu_pct,proc_rss_mb,power_w,w_0V8_AON,w_0V8_SW,w_1V1_SYS,w_1V8_SYS,w_3V3_ADC,w_3V3_DAC,w_3V3_SYS,w_3V7_WL_SW,w_BATT,w_DDR_VDD2,w_DDR_VDDQ,w_EXT5V,w_HDMI,w_VDD_CORE
1789917033.153,2026-09-20T23:10:33,1.5,0.0,1.9,1.0,3.9,1500,1500,1500,1500,46.3,0x0,2083,5979,295,0.0,0.0,130895,0.0,3585.0,1.916,0.0026,0.2708,0.1913,0.2221,0.0008,0,0.1719,0.3578,0,0.0086,0,0,0.1246,0.5653
1789917034.171,2026-09-20T23:10:34,1.5,0.0,1.0,0.0,4.8,1500,1500,1500,1500,46.9,0x0,2078,5984,295,0.0,0.0,130895,0.0,3585.0,1.905,0.0023,0.2727,0.1925,0.2207,0.0008,0,0.1718,0.3506,0,0.0065,0,0,0.1227,0.5647
1789917035.19,2026-09-20T23:10:35,1.7,1.9,2.0,1.0,4.0,1600,1600,1600,1600,46.9,0x0,2074,5988,295,0.0,0.0,130895,0.0,3585.0,1.927,0.0026,0.27,0.2172,0.2222,0,0,0.1714,0.354,0,0.0043,0,0,0.1266,0.5585
1789917036.213,2026-09-20T23:10:36,2.0,0.0,0.0,2.0,3.9,1500,1500,1500,1500,47.4,0x0,2069,5993,295,0.0,0.0,130895,0.0,3585.0,1.893,0.0026,0.2718,0.1934,0.2172,0.0004,0,0.1723,0.3432,0,0.0065,0,0,0.1274,0.5585
1789917037.234,2026-09-20T23:10:37,0.5,0.0,1.9,0.0,1.0,1500,1500,1500,1500,46.9,0x0,2066,5996,295,0.0,0.0,130895,0.0,3585.0,1.915,0.0026,0.2692,0.2073,0.227,0.0002,0,0.1779,0.3399,0,0.0054,0,0,0.1273,0.5583
1789917038.253,2026-09-20T23:10:38,1.5,0.0,1.0,0.0,4.9,1600,1600,1600,1600,46.3,0x0,2060,6002,295,0.0,0.0,130895,0.0,3585.0,2.185,0.0026,0.27,0.1957,0.2242,0.0008,0,0.185,0.354,0,0.0087,0,0,0.1272,0.8167
1789917039.27,2026-09-20T23:10:39,1.5,0.0,1.0,0.0,3.9,1500,1500,1500,1500,45.8,0x0,2058,6004,295,0.0,0.0,130895,0.0,3585.0,1.927,0.0027,0.2705,0.1929,0.2239,0.0008,0,0.1851,0.3505,0,0.0054,0,0,0.1297,0.5653
1789917040.289,2026-09-20T23:10:40,1.5,0.0,1.9,0.0,4.9,1500,1500,1500,1500,46.3,0x0,2058,6004,295,0.0,0.0,130895,0.0,3585.0,1.919,0.0025,0.2712,0.1958,0.2222,0.0008,0,0.1781,0.3576,0,0.0065,0,0,0.1325,0.5518
1789917041.309,2026-09-20T23:10:41,1.0,1.0,1.0,0.0,2.0,1500,1500,1500,1500,46.3,0x0,2055,6008,295,0.0,0.0,130895,0.0,3585.0,1.894,0.0026,0.2719,0.1957,0.2216,0.0002,0,0.1746,0.3438,0,0.0065,0,0,0.124,0.5525
1789917042.328,2026-09-20T23:10:42,1.2,1.0,0.0,0.0,4.0,1500,1500,1500,1500,45.8,0x0,2051,6012,295,0.0,0.0,130895,0.0,3585.0,1.901,0.0026,0.2692,0.1924,0.2221,0.0008,0,0.1753,0.3435,0,0.0065,0,0,0.1241,0.5649
1789917043.349,2026-09-20T23:10:43,1.0,1.0,0.0,1.0,2.9,1500,1500,1500,1500,46.3,0x0,2047,6015,295,0.0,0.0,130895,0.0,3585.0,1.968,0.0026,0.2696,0.1943,0.2199,0.0002,0.0004,0.2296,0.3508,0,0.0054,0,0,0.1241,0.5711
1789917044.369,2026-09-20T23:10:44,2.0,6.8,0.0,0.0,0.0,1600,1600,1600,1600,46.9,0x0,2052,6010,295,0.0,0.0,130895,0.0,3585.0,1.895,0.0027,0.2713,0.1943,0.2168,0.0008,0,0.1714,0.3365,0,0.0173,0,0,0.1254,0.5585
1789917045.391,2026-09-20T23:10:45,1.5,4.0,0.0,0.0,1.9,1600,1600,1600,1600,46.9,0x0,2050,6012,295,0.0,0.0,130895,0.0,3585.0,2.246,0.0025,0.268,0.1924,0.2207,0.0008,0,0.23,0.3357,0,0.0065,0,0,0.1239,0.8651
1789917046.412,2026-09-20T23:10:46,1.2,0.0,3.0,1.0,0.0,1500,1500,1500,1500,46.3,0x0,2051,6011,295,0.0,0.0,130895,0.0,3585.0,1.913,0.0027,0.2705,0.1945,0.2239,0,0,0.1788,0.3471,0,0.0086,0,0,0.1284,0.5583
1789917047.431,2026-09-20T23:10:47,21.6,0.0,85.4,0.0,2.0,2400,2400,2400,2400,48.5,0x0,2048,6014,295,0.0,0.0,130895,0.0,3585.0,3.881,0.0025,0.2721,0.1929,0.2323,0.0004,0,0.1845,0.3342,0,0.012,0,0,0.1249,2.5253
1789917048.447,2026-09-20T23:10:48,60.3,71.6,22.8,70.6,74.5,2400,2400,2400,2400,54.0,0x0,2067,5995,288,0.0,0.0,130895,220.4,3611.5,8.535,0.0027,0.3254,0.1921,0.2411,0,0,0.1812,0.3565,0,0.0433,0.003,0,0.1199,7.0694
1789917049.48,2026-09-20T23:10:49,71.5,93.3,2.0,95.1,95.2,2400,2400,2400,2400,57.9,0x0,2102,5960,288,0.0,0.0,130895,279.9,3648.5,6.565,0.0027,0.3318,0.1936,0.2863,0.0002,0,0.2954,0,0,0.0141,0,0,0.1229,5.3178
1789917050.505,2026-09-20T23:10:50,74.6,98.0,2.9,100.0,100.0,2400,2400,2400,2400,57.9,0x0,2116,5946,288,0.0,0.0,130895,295.5,3660.0,7.703,0.0026,0.3053,0.1914,0.2404,0.0008,0,0.1916,0,0,0.0677,0,0,0.1175,6.5853
1789917051.529,2026-09-20T23:10:51,74.6,1.0,97.1,100.0,99.0,2400,2400,2400,2400,59.5,0x0,2116,5947,288,0.0,0.0,130895,297.8,3660.0,8.224,0.0026,0.3096,0.1961,0.243,0.0004,0,0.1973,0.007,0,0.1121,0.0071,0,0.1184,7.031
1789917052.555,2026-09-20T23:10:52,78.8,29.4,86.3,100.0,100.0,2400,2400,2400,2400,58.4,0x0,2121,5941,288,0.0,0.0,130895,297.2,3660.0,9.05,0.0026,0.3148,0.1933,0.2615,0.0016,0,0.3278,0.3334,0,0.1411,0.0092,0,0.1169,7.3479
1789917053.592,2026-09-20T23:10:53,77.6,34.7,91.3,92.2,92.2,2400,2400,2400,2400,58.4,0x0,2143,5919,288,0.0,0.0,130895,268.0,3681.5,6.176,0.0026,0.2778,0.1923,0.2358,0.0002,0,0.1943,0.3738,0,0.0338,0,0,0.1153,4.7496
1789917054.619,2026-09-20T23:10:54,73.4,4.9,95.1,96.2,96.1,2400,2400,2400,2400,60.6,0x0,2146,5916,288,0.0,0.0,130895,289.3,3681.5,7.349,0.0023,0.369,0.2188,0.2748,0,0,0.1783,0.3303,0,0.2718,0.0147,0,0.1125,5.5764
1789917055.648,2026-09-20T23:10:55,73.5,1.0,96.2,96.1,100.0,2400,2400,2400,2400,61.1,0x0,2145,5917,288,0.0,0.0,130895,290.5,3681.5,9.193,0.0025,0.3554,0.1957,0.2412,0.0006,0,0.175,0.306,0,0.075,0,0,0.1194,7.7224
1789917056.673,2026-09-20T23:10:56,72.4,2.9,94.1,96.2,96.1,2400,2400,2400,2400,62.8,0x0,2141,5921,288,0.0,0.0,130895,287.8,3681.5,9.148,0.0023,0.2821,0.1964,0.233,0.0032,0,0.2003,0,0,0.1044,0,0,0.119,8.0069
1789917057.699,2026-09-20T23:10:57,73.0,1.0,96.0,98.0,96.1,2400,2400,2400,2400,60.6,0x0,2152,5911,288,0.0,0.0,130895,288.5,3700.5,8.729,0.0027,0.2783,0.1911,0.2358,0.0002,0,0.195,0,0,0.0362,0,0,0.1207,7.6686
1789917058.722,2026-09-20T23:10:58,74.0,2.0,97.1,97.1,100.0,2400,2400,2400,2400,61.7,0x0,2155,5907,288,0.0,0.0,130895,295.3,3700.5,8.837,0.0027,0.3593,0.1913,0.2371,0,0,0.1554,0,0,0.0378,0,0,0.1181,7.7353
1789917059.75,2026-09-20T23:10:59,73.0,2.0,95.1,98.1,96.1,2400,2400,2400,2400,61.7,0x0,2154,5908,288,0.0,0.0,130895,288.0,3700.5,7.855,0.0027,0.3057,0.2073,0.2418,0.0002,0,0.178,0.0035,0,0.0864,0.0018,0,0.1156,6.7126
1789917060.776,2026-09-20T23:11:00,74.3,1.9,100.0,97.1,98.1,2400,2400,2400,2400,61.7,0x0,2151,5911,288,0.0,0.0,130895,294.3,3700.5,8.291,0.0026,0.2809,0.2042,0.2394,0.0004,0,0.1973,0.0035,0,0.0605,0,0,0.117,7.1847
1789917061.797,2026-09-20T23:11:01,72.7,1.0,96.1,98.0,95.1,2400,2400,2400,2400,61.1,0x0,2149,5913,288,0.0,0.0,130895,291.8,3700.5,7.371,0.0023,0.2897,0.1952,0.2399,0.0004,0,0.1975,0,0,0.056,0,0,0.1141,6.2762
1789917062.829,2026-09-20T23:11:02,73.1,2.9,96.1,98.1,95.1,2400,2400,2400,2400,62.2,0x0,2148,5915,288,0.0,0.0,130895,288.9,3700.5,7.837,0.0027,0.297,0.1967,0.2406,0,0,0.1787,0.0035,0,0.1191,0,0,0.1143,6.6845
1789917063.854,2026-09-20T23:11:03,74.3,2.9,100.0,97.1,98.0,2400,2400,2400,2400,62.8,0x0,2144,5918,288,0.0,0.0,130895,293.4,3700.5,7.822,0.0026,0.2941,0.1946,0.246,0.0016,0,0.1719,0,0,0.0855,0,0,0.1162,6.7092
1789917064.88,2026-09-20T23:11:04,73.3,2.0,97.1,99.0,96.1,2400,2400,2400,2400,62.2,0x0,2147,5916,288,0.0,0.0,130895,290.7,3704.0,8.338,0.0027,0.3009,0.1934,0.2411,0,0,0.1844,0,0,0.106,0.0095,0,0.1189,7.1815
1789917065.908,2026-09-20T23:11:05,71.5,2.9,95.1,96.1,92.2,2400,2400,2400,2400,63.4,0x0,2148,5914,288,0.0,0.0,130895,284.1,3705.5,6.572,0.0028,0.3139,0.1945,0.2341,0.0002,0,0.1941,0,0,0.0453,0,0,0.1153,5.4714
1789917066.931,2026-09-20T23:11:06,72.9,98.0,94.2,98.0,1.9,2400,2400,2400,2400,63.9,0x0,2148,5914,288,0.0,0.0,130895,288.2,3705.5,7.836,0.0026,0.2958,0.1964,0.2418,0.0002,0,0.1785,0,0,0.0848,0,0,0.1154,6.7208
1789917067.953,2026-09-20T23:11:07,72.9,98.0,94.2,98.1,1.0,2400,2400,2400,2400,64.5,0x0,2148,5914,288,0.0,0.0,130895,291.4,3705.5,9.391,0.0027,0.2675,0.2075,0.2283,0.0002,0,0.2329,0.0105,0,0.0371,0,0,0.1173,8.2873
1789917068.978,2026-09-20T23:11:09,69.4,93.2,90.2,92.2,1.0,2400,2400,2400,2400,59.5,0x0,2166,5897,288,0.0,0.0,130895,272.3,3712.0,6.036,0.0026,0.3745,0.1934,0.2322,0.0002,0,0.1944,0.0035,0,0.042,0.0018,0,0.1145,4.8769
1789917070.0,2026-09-20T23:11:10,73.3,99.0,99.0,1.9,93.1,2400,2400,2400,2400,61.1,0x0,2167,5895,288,0.0,0.0,130895,292.7,3712.0,8.8,0.003,0.2868,0.2064,0.2365,0,0,0.1943,0,0,0.0337,0,0,0.1128,7.7267
1789917071.023,2026-09-20T23:11:11,74.3,100.0,100.0,1.0,96.1,2400,2400,2400,2400,60.6,0x0,2166,5896,288,0.0,0.0,130895,295.2,3712.0,8.353,0.0027,0.3088,0.1945,0.223,0,0,0.1783,0,0,0.0335,0,0,0.1155,7.297
1789917072.046,2026-09-20T23:11:12,73.1,99.0,99.0,1.9,91.3,2400,2400,2400,2400,60.6,0x0,2162,5900,288,0.0,0.0,130895,289.4,3712.0,8.381,0.0026,0.2818,0.194,0.2616,0.0002,0,0.1743,0,0,0.251,0,0,0.1164,7.0992
1789917073.068,2026-09-20T23:11:13,73.5,100.0,100.0,2.9,93.1,2400,2400,2400,2400,61.1,0x0,2159,5903,288,0.0,0.0,130895,294.5,3712.0,8.337,0.0027,0.3051,0.1964,0.2477,0.0016,0,0.1809,0.0035,0,0.101,0.0059,0,0.1128,7.1795
1789917074.098,2026-09-20T23:11:14,73.5,99.0,100.0,1.0,93.2,2400,2400,2400,2400,61.1,0x0,2156,5906,288,0.0,0.0,130895,291.2,3712.0,7.788,0.0026,0.3056,0.1929,0.2365,0.0002,0,0.1848,0,0,0.0713,0,0,0.1141,6.6796
1789917075.124,2026-09-20T23:11:15,75.1,100.0,99.0,3.9,97.1,2400,2400,2400,2400,61.1,0x0,2154,5909,288,0.0,0.0,130895,297.1,3712.0,8.854,0.0025,0.3054,0.1944,0.2442,0.0016,0,0.1753,0.007,0,0.1096,0.0056,0,0.1178,7.6901
1789917076.149,2026-09-20T23:11:16,73.5,100.0,100.0,1.0,93.1,2400,2400,2400,2400,61.1,0x0,2152,5910,288,0.0,0.0,130895,291.8,3712.0,7.854,0.0026,0.2922,0.193,0.2518,0.0006,0,0.1851,0.007,0,0.0752,0.0006,0,0.1153,6.7302
1789917077.175,2026-09-20T23:11:17,74.8,100.0,99.0,2.9,97.1,2400,2400,2400,2400,61.7,0x0,2151,5912,288,0.0,0.0,130895,295.3,3712.0,9.124,0.0028,0.3298,0.1943,0.2931,0.0008,0,0.3191,0.0104,0,0.151,0.0178,0,0.1175,7.688
1789917078.2,2026-09-20T23:11:18,73.4,99.0,100.0,2.0,93.1,2400,2400,2400,2400,62.8,0x0,2148,5914,288,0.0,0.0,130895,293.6,3712.0,8.001,0.0026,0.2999,0.207,0.2458,0.0002,0,0.2104,0,0,0.0897,0,0,0.1141,6.8309
1789917079.227,2026-09-20T23:11:19,75.1,100.0,100.0,1.0,98.1,2400,2400,2400,2400,63.4,0x0,2148,5914,288,0.0,0.0,130895,296.2,3712.0,6.866,0.0027,0.2811,0.1934,0.2369,0.0008,0,0.178,0,0,0.0692,0.0003,0,0.1147,5.7886
1789917080.251,2026-09-20T23:11:20,71.0,95.1,96.1,2.0,91.2,2400,2400,2400,2400,61.7,0x0,2155,5908,288,0.0,0.0,130895,283.2,3718.0,8.915,0.0029,0.28,0.1908,0.2295,0.0002,0,0.1812,0.007,0,0.1718,0,0,0.1145,7.7375
1789917081.279,2026-09-20T23:11:21,73.3,96.1,97.1,21.4,77.7,2400,2400,2400,2400,65.5,0x0,2164,5898,288,0.0,0.0,130895,288.9,3718.0,7.717,0.0028,0.3179,0.1945,0.2447,0.0002,0,0.1877,0.007,0,0.1012,0.0095,0,0.1163,6.5349
1789917082.302,2026-09-20T23:11:22,73.2,96.1,97.1,98.0,1.9,2400,2400,2400,2400,65.0,0x0,2167,5896,288,0.0,0.0,130895,291.2,3718.0,8.735,0.0027,0.2778,0.1976,0.2318,0.0016,0,0.169,0,0,0.0478,0,0,0.1124,7.6944
1789917083.323,2026-09-20T23:11:23,73.1,96.1,97.1,97.1,2.9,2400,2400,2400,2400,62.2,0x0,2170,5893,288,0.0,0.0,130895,297.7,3724.0,6.804,0.0026,0.3702,0.1956,0.2376,0.0002,0,0.1786,0.014,0,0.2704,0.0474,0,0.1178,5.3692
1789917084.382,2026-09-20T23:11:24,74.9,97.2,97.2,99.0,4.8,2400,2400,2400,2400,61.1,0x0,2168,5894,288,0.0,0.0,130895,292.6,3724.0,6.769,0.003,0.3769,0.1962,0.2476,0.0002,0,0.2035,0.0105,0,0.0076,0.052,0,0.1154,5.556
1789917085.437,2026-09-20T23:11:25,74.6,97.1,97.1,99.0,4.8,2400,2400,2400,2400,61.7,0x0,2166,5897,288,0.0,0.0,130895,293.9,3724.0,7.147,0.0026,0.3807,0.1954,0.3145,0.0016,0,0.3171,0.0211,0,0.3384,0.0495,0,0.1161,5.41
1789917086.493,2026-09-20T23:11:26,74.6,97.2,97.2,98.1,5.7,2400,2400,2400,2400,61.7,0x0,2182,5881,288,0.0,0.0,130895,289.8,3724.0,6.863,0.0026,0.3685,0.1951,0.2476,0,0,0.2076,0.0035,0,0.3277,0.0459,0,0.1149,5.3493
1789917087.548,2026-09-20T23:11:27,75.0,98.1,98.1,98.1,4.8,2400,2400,2400,2400,61.7,0x0,2164,5898,288,0.0,0.0,130895,296.6,3724.0,6.477,0.0031,0.3054,0.1946,0.2553,0.0004,0,0.1783,0,0,0.3042,0.0408,0,0.1154,5.0793
1789917088.608,2026-09-20T23:11:28,74.5,97.2,96.3,99.0,6.6,2400,2400,2400,2400,61.1,0x0,2169,5894,288,0.0,0.0,130895,289.6,3724.0,6.7,0.0025,0.3808,0.1956,0.253,0,0,0.1744,0,0,0.325,0,0,0.116,5.2531
1789917089.667,2026-09-20T23:11:29,74.5,97.2,97.1,98.1,4.8,2400,2400,2400,2400,61.1,0x0,2167,5896,288,0.0,0.0,130895,290.0,3724.0,7.135,0.0025,0.3778,0.1964,0.2521,0.0008,0,0.204,0.0105,0,0.3141,0.0513,0,0.1138,5.6116
1789917090.719,2026-09-20T23:11:30,74.1,97.1,97.1,98.1,5.7,2400,2400,2400,2400,60.6,0x0,2165,5897,288,0.0,0.0,130895,293.8,3724.0,6.886,0.0027,0.3677,0.194,0.2453,0.0006,0,0.1843,0.007,0,0.2806,0.0493,0,0.1167,5.4378
1789917091.779,2026-09-20T23:11:31,74.9,98.1,97.2,98.1,5.7,2400,2400,2400,2400,61.7,0x0,2164,5899,288,0.0,0.0,130895,287.8,3724.0,6.265,0.0026,0.374,0.2084,0.2442,0,0,0.1721,0.0035,0,0.239,0.0501,0,0.1182,4.8532
1789917092.822,2026-09-20T23:11:32,74.6,97.1,96.2,98.1,2.9,2400,2400,2400,2400,61.7,0x0,2163,5900,288,0.0,0.0,130895,298.0,3724.0,6.618,0.0027,0.3605,0.1897,0.2486,0.0004,0,0.2037,0,0,0.3005,0.0452,0,0.1138,5.1526
1789917093.882,2026-09-20T23:11:33,74.4,98.1,97.1,99.0,7.4,2400,2400,2400,2400,60.6,0x0,2169,5893,288,0.0,0.0,130895,281.3,3724.5,7.844,0.0027,0.3584,0.1929,0.2529,0,0,0.1946,0.0316,0,0.1024,0.0491,0,0.1147,6.5448
1789917094.909,2026-09-20T23:11:34,73.4,97.1,96.2,97.1,1.0,2400,2400,2400,2400,61.1,0x0,2169,5893,288,0.0,0.0,130895,302.8,3724.5,5.887,0.0025,0.377,0.1967,0.246,0.0016,0,0.1783,0.007,0,0.3222,0.0484,0,0.1164,4.3905
1789917095.967,2026-09-20T23:11:36,74.7,98.1,97.1,92.5,12.3,2400,2400,2400,2400,61.1,0x0,2170,5892,288,0.0,0.0,130895,288.3,3724.5,6.997,0.0025,0.305,0.1934,0.2495,0.0016,0,0.1814,0.0105,0,0.2944,0,0,0.1169,5.6414
1789917097.016,2026-09-20T23:11:37,74.7,97.2,97.1,100.0,4.8,2400,2400,2400,2400,62.2,0x0,2169,5894,288,0.0,0.0,130895,297.2,3724.5,6.552,0.0028,0.3774,0.1967,0.2542,0,0,0.2203,0,0,0.2675,0.0383,0,0.1139,5.0808
1789917098.075,2026-09-20T23:11:38,75.1,97.2,97.2,99.1,6.5,2400,2400,2400,2400,62.8,0x0,2167,5895,288,0.0,0.0,130895,292.9,3724.5,6.928,0.0028,0.3738,0.199,0.2618,0,0,0.1952,0,0,0.2985,0.0447,0,0.1139,5.4389
1789917099.133,2026-09-20T23:11:39,75.4,98.1,98.1,100.0,4.8,2400,2400,2400,2400,61.7,0x0,2165,5898,288,0.0,0.0,130895,293.0,3724.5,6.849,0.0031,0.274,0.1978,0.2354,0.0016,0,0.1818,0.007,0,0.3105,0.0446,0,0.1208,5.4719
1789917100.182,2026-09-20T23:11:40,74.9,97.1,97.1,100.0,5.7,2400,2400,2400,2400,61.7,0x0,2164,5898,288,0.0,0.0,130895,298.2,3724.5,6.642,0.0027,0.358,0.1946,0.254,0,0,0.1781,0,0,0.3113,0.0062,0,0.1165,5.2202
1789917101.242,2026-09-20T23:11:41,75.3,97.2,98.1,99.1,5.8,2400,2400,2400,2400,62.2,0x0,2165,5897,288,0.0,0.0,130895,292.6,3724.5,6.83,0.0026,0.3701,0.1955,0.2576,0.0002,0,0.1624,0,0,0.2706,0.053,0,0.115,5.4032
1789917102.296,2026-09-20T23:11:42,70.0,91.4,90.7,89.6,8.5,2400,2400,2400,2400,63.9,0x0,2164,5898,287,0.0,0.0,130895,266.6,3726.5,7.568,0.0026,0.29,0.1942,0.2365,0.0002,0,0.1717,0,0,0.0683,0.0038,0,0.1123,6.4886
1789917103.32,2026-09-20T23:11:43,72.5,94.1,100.0,96.0,1.0,2400,2400,2400,2400,64.5,0x0,2164,5898,287,0.0,0.0,130895,289.1,3726.5,8.084,0.0026,0.2753,0.1945,0.246,0.0016,0,0.1851,0.0174,0,0.0542,0,0,0.1136,6.9937
1789917104.342,2026-09-20T23:11:44,70.6,92.2,99.0,88.3,1.9,2400,2400,2400,2400,65.0,0x0,2161,5902,287,0.0,0.0,130895,281.8,3726.5,7.847,0.0031,0.2907,0.1935,0.2383,0.0006,0,0.2107,0.007,0,0.0685,0,0,0.1154,6.7197
1789917105.374,2026-09-20T23:11:45,72.9,94.2,99.0,95.2,2.9,2400,2400,2400,2400,66.1,0x0,2162,5901,287,0.0,0.0,130895,288.8,3726.5,7.921,0.0025,0.2931,0.1954,0.2425,0.0016,0,0.181,0.007,0,0.0859,0,0,0.1174,6.7946
1789917106.405,2026-09-20T23:11:46,73.1,94.2,100.0,96.1,2.0,2400,2400,2400,2400,64.5,0x0,2161,5902,287,0.0,0.0,130895,289.0,3726.5,7.875,0.0027,0.2936,0.1986,0.2371,0,0,0.1811,0,0,0.0756,0,0,0.1128,6.7733
1789917107.438,2026-09-20T23:11:47,72.9,93.3,99.0,95.1,2.9,2400,2400,2400,2400,65.0,0x0,2159,5903,287,0.0,0.0,130895,288.6,3726.5,7.953,0.0027,0.2929,0.194,0.2372,0.0016,0,0.1785,0.0035,0,0.0761,0,0,0.1134,6.8529
1789917108.469,2026-09-20T23:11:48,72.9,94.2,99.0,96.1,2.9,2400,2400,2400,2400,65.5,0x0,2165,5897,287,0.0,0.0,130895,293.8,3732.5,7.155,0.0029,0.2746,0.1903,0.2542,0,0,0.1947,0,0,0.2241,0.0403,0,0.1157,5.8582
1789917109.518,2026-09-20T23:11:49,74.9,97.1,98.1,41.0,63.8,2400,2400,2400,2400,61.1,0x0,2171,5891,287,0.0,0.0,130895,292.8,3732.5,7.218,0.0025,0.373,0.1944,0.2495,0.0008,0,0.2045,0,0,0.3098,0.0327,0,0.1152,5.7353
1789917110.566,2026-09-20T23:11:50,74.5,97.1,97.1,25.2,76.4,2400,2400,2400,2400,63.4,0x0,2171,5891,287,0.0,0.0,130895,295.8,3732.5,7.118,0.0027,0.3604,0.1924,0.2492,0.0008,0,0.1843,0.0035,0,0.3041,0.0494,0,0.1159,5.6554
1789917111.627,2026-09-20T23:11:51,75.2,97.2,97.2,99.1,5.7,2400,2400,2400,2400,62.8,0x0,2170,5892,287,0.0,0.0,130895,294.8,3732.5,8.36,0.0027,0.3753,0.1925,0.2542,0,0,0.1848,0,0,0.2016,0.0505,0,0.1139,6.984
1789917112.683,2026-09-20T23:11:52,75.2,98.1,98.1,87.7,17.1,2400,2400,2400,2400,63.4,0x0,2169,5893,287,0.0,0.0,130895,286.0,3732.5,6.878,0.0028,0.3705,0.1933,0.2512,0,0,0.1938,0,0,0.3265,0.0327,0,0.117,5.3898
1789917113.708,2026-09-20T23:11:53,73.7,97.1,97.1,99.0,1.9,2400,2400,2400,2400,61.1,0x0,2174,5888,287,0.0,0.0,130895,295.7,3732.5,6.942,0.0025,0.3521,0.1977,0.253,0.0016,0,0.1911,0.007,0,0.3034,0.0445,0,0.1139,5.4755
1789917114.753,2026-09-20T23:11:54,74.2,3.8,97.1,97.1,99.0,2400,2400,2400,2400,62.8,0x0,2176,5887,287,0.0,0.0,130895,296.7,3732.5,7.241,0.0026,0.381,0.1964,0.2546,0.0002,0,0.1812,0,0,0.306,0.0486,0,0.1166,5.7535
1789917115.81,2026-09-20T23:11:55,75.1,5.7,98.1,97.2,99.0,2400,2400,2400,2400,63.4,0x0,2172,5890,287,0.0,0.0,130895,294.2,3732.5,6.896,0.0025,0.3643,0.2205,0.2524,0.0006,0,0.1884,0.0104,0,0.2999,0.0444,0,0.1125,5.4006
1789917116.867,2026-09-20T23:11:56,74.8,5.7,97.2,98.1,99.0,2400,2400,2400,2400,62.2,0x0,2170,5893,287,0.0,0.0,130895,293.4,3732.5,6.781,0.0031,0.3608,0.2073,0.2435,0.0012,0,0.1784,0,0,0.3212,0.0316,0,0.1148,5.3195
1789917117.923,2026-09-20T23:11:57,74.2,4.8,97.2,96.3,98.1,2400,2400,2400,2400,62.8,0x0,2172,5890,287,0.0,0.0,130895,291.7,3732.5,6.834,0.0028,0.3521,0.2059,0.2495,0.0008,0,0.1812,0,0,0.274,0.0409,0,0.1175,5.4096
1789917118.98,2026-09-20T23:11:59,75.2,4.8,97.2,98.1,99.0,2400,2400,2400,2400,63.4,0x0,2170,5892,287,0.0,0.0,130895,292.1,3732.5,7.083,0.0028,0.3707,0.1924,0.246,0.0016,0,0.1777,0.014,0,0.3104,0.0003,0,0.1175,5.65
1789917120.03,2026-09-20T23:12:00,74.2,3.8,97.1,97.1,98.1,2400,2400,2400,2400,62.8,0x0,2168,5894,287,0.0,0.0,130895,296.2,3732.5,6.812,0.0026,0.3739,0.1946,0.2635,0,0,0.1844,0,0,0.2667,0.0338,0,0.1154,5.377
1789917121.091,2026-09-20T23:12:01,75.1,6.6,97.2,97.2,98.1,2400,2400,2400,2400,62.8,0x0,2168,5895,287,0.0,0.0,130895,288.5,3732.5,7.118,0.0026,0.3666,0.1978,0.2388,0.0002,0,0.2266,0.0245,0,0.3306,0.0392,0,0.1209,5.5702
1789917122.14,2026-09-20T23:12:02,74.7,3.8,98.1,97.1,99.0,2400,2400,2400,2400,62.2,0x0,2167,5896,287,0.0,0.0,130895,297.4,3732.5,6.757,0.0027,0.3699,0.2095,0.2512,0.0016,0,0.1756,0.035,0,0.1708,0.0495,0,0.1163,5.3751
1789917123.202,2026-09-20T23:12:03,75.0,5.7,98.1,98.1,98.1,2400,2400,2400,2400,63.9,0x0,2165,5897,287,0.0,0.0,130895,287.2,3732.5,6.864,0.0025,0.3679,0.1936,0.2492,0,0,0.1753,0,0,0.3404,0.052,0,0.1151,5.368
1789917124.346,2026-09-20T23:12:04,74.3,5.2,97.4,96.5,99.1,2400,2400,2400,2400,62.8,0x0,2166,5896,287,0.0,0.0,130895,288.5,3732.5,6.778,0.0027,0.3576,0.1955,0.2495,0,0,0.1755,0.0035,0,0.3063,0.0015,0,0.1164,5.3695
1789917125.37,2026-09-20T23:12:05,72.6,2.0,96.1,95.0,97.0,2400,2400,2400,2400,63.4,0x0,2170,5892,287,0.0,0.0,130895,298.0,3732.5,6.911,0.0028,0.3548,0.1945,0.2502,0.0008,0,0.1778,0.0106,0,0.3243,0.0305,0,0.1173,5.4471
1789917126.426,2026-09-20T23:12:06,74.4,5.7,97.1,96.2,97.2,2400,2400,2400,2400,62.8,0x0,2169,5893,287,0.0,0.0,130895,291.5,3732.5,6.535,0.0026,0.3599,0.1966,0.2495,0.0016,0,0.1912,0,0,0.2782,0.0068,0,0.1144,5.1339
1789917127.487,2026-09-20T23:12:07,74.3,4.8,97.2,96.2,98.1,2400,2400,2400,2400,63.4,0x0,2168,5894,287,0.0,0.0,130895,288.5,3732.5,6.921,0.0026,0.3749,0.194,0.253,0.0016,0,0.1809,0.0175,0,0.2043,0.0468,0,0.1146,5.5308
